번호,장수명,장수ID,초상화 파일,전신 파일
0320,"시의","shiyi_wu",resources/officers/portraits/0320.png,resources/officers/fullbody/0320.png
0321,"낙통","luotong",resources/officers/portraits/0321.png,resources/officers/fullbody/0321.png
0322,"손교","sunjiao",resources/officers/portraits/0322.png,resources/officers/fullbody/0322.png
0323,"손유","sunyu",resources/officers/portraits/0323.png,resources/officers/fullbody/0323.png
0324,"고종","guzong",resources/officers/portraits/0324.png,resources/officers/fullbody/0324.png
0325,"주거","zhuju",resources/officers/portraits/0325.png,resources/officers/fullbody/0325.png
0326,"육적","luji",resources/officers/portraits/0326.png,resources/officers/fullbody/0326.png
0327,"정병","chengbing",resources/officers/portraits/0327.png,resources/officers/fullbody/0327.png
0328,"장온","zhangwen_wu",resources/officers/portraits/0328.png,resources/officers/fullbody/0328.png
0329,"설종","xuezong",resources/officers/portraits/0329.png,resources/officers/fullbody/0329.png
0330,"이유","liru",resources/officers/portraits/0330.png,resources/officers/fullbody/0330.png
0331,"서영","xurong",resources/officers/portraits/0331.png,resources/officers/fullbody/0331.png
0332,"호진","huzhen",resources/officers/portraits/0332.png,resources/officers/fullbody/0332.png
0333,"동민","dongmin",resources/officers/portraits/0333.png,resources/officers/fullbody/0333.png
0334,"이숙","lisu",resources/officers/portraits/0334.png,resources/officers/fullbody/0334.png
0335,"진의록","qinyilu",resources/officers/portraits/0335.png,resources/officers/fullbody/0335.png
0336,"조성","caoxing",resources/officers/portraits/0336.png,resources/officers/fullbody/0336.png
0337,"학맹","haomeng",resources/officers/portraits/0337.png,resources/officers/fullbody/0337.png
0338,"성렴","chenglian",resources/officers/portraits/0338.png,resources/officers/fullbody/0338.png
0339,"고간","gaogan",resources/officers/portraits/0339.png,resources/officers/fullbody/0339.png
0340,"여광","lvkuang",resources/officers/portraits/0340.png,resources/officers/fullbody/0340.png
0341,"여상","lvxiang",resources/officers/portraits/0341.png,resources/officers/fullbody/0341.png
0342,"한맹","hanmeng",resources/officers/portraits/0342.png,resources/officers/fullbody/0342.png
0343,"장기거","jiangyiqu",resources/officers/portraits/0343.png,resources/officers/fullbody/0343.png
0344,"진기","chenji_yuanshu",resources/officers/portraits/0344.png,resources/officers/fullbody/0344.png
0345,"이풍","lifeng_yuanshu",resources/officers/portraits/0345.png,resources/officers/fullbody/0345.png
0346,"양강","lianggang",resources/officers/portraits/0346.png,resources/officers/fullbody/0346.png
0347,"악취","yuejiu",resources/officers/portraits/0347.png,resources/officers/fullbody/0347.png
0348,"교유","qiaorui",resources/officers/portraits/0348.png,resources/officers/fullbody/0348.png
0349,"염상","yanxiang",resources/officers/portraits/0349.png,resources/officers/fullbody/0349.png
0350,"장훈","zhangxun_yuanshu",resources/officers/portraits/0350.png,resources/officers/fullbody/0350.png
0351,"한윤","hanyin",resources/officers/portraits/0351.png,resources/officers/fullbody/0351.png
0352,"괴량","kuailiang",resources/officers/portraits/0352.png,resources/officers/fullbody/0352.png
0353,"괴월","kuaiyue",resources/officers/portraits/0353.png,resources/officers/fullbody/0353.png
0354,"채모","caimao",resources/officers/portraits/0354.png,resources/officers/fullbody/0354.png
0355,"장윤","zhangyun_jing",resources/officers/portraits/0355.png,resources/officers/fullbody/0355.png
0356,"황조","huangzu",resources/officers/portraits/0356.png,resources/officers/fullbody/0356.png
0357,"소비","sufei",resources/officers/portraits/0357.png,resources/officers/fullbody/0357.png
0358,"왕찬","wangcan",resources/officers/portraits/0358.png,resources/officers/fullbody/0358.png
0359,"한숭","hansong",resources/officers/portraits/0359.png,resources/officers/fullbody/0359.png
0360,"진등","chendeng",resources/officers/portraits/0360.png,resources/officers/fullbody/0360.png
0361,"진규","chengui",resources/officers/portraits/0361.png,resources/officers/fullbody/0361.png
0362,"조표","caobao",resources/officers/portraits/0362.png,resources/officers/fullbody/0362.png
0363,"유요","liuyao",resources/officers/portraits/0363.png,resources/officers/fullbody/0363.png
0364,"엄백호","yanbaihu",resources/officers/portraits/0364.png,resources/officers/fullbody/0364.png
0365,"허공","xugong",resources/officers/portraits/0365.png,resources/officers/fullbody/0365.png
0366,"성헌","shengxian",resources/officers/portraits/0366.png,resources/officers/fullbody/0366.png
0367,"착융","zerong",resources/officers/portraits/0367.png,resources/officers/fullbody/0367.png
0368,"장영","zhangying_liuyao",resources/officers/portraits/0368.png,resources/officers/fullbody/0368.png
0369,"번능","fanneng",resources/officers/portraits/0369.png,resources/officers/fullbody/0369.png
0370,"우미","yumi",resources/officers/portraits/0370.png,resources/officers/fullbody/0370.png
0371,"정원지","chengyuanzhi",resources/officers/portraits/0371.png,resources/officers/fullbody/0371.png
0372,"등무","dengmao",resources/officers/portraits/0372.png,resources/officers/fullbody/0372.png
0373,"배원소","peiyuanshao",resources/officers/portraits/0373.png,resources/officers/fullbody/0373.png
0374,"주창","zhoucang",resources/officers/portraits/0374.png,resources/officers/fullbody/0374.png
0375,"장만성","zhangmancheng",resources/officers/portraits/0375.png,resources/officers/fullbody/0375.png
0376,"조홍","zhaohong",resources/officers/portraits/0376.png,resources/officers/fullbody/0376.png
0377,"한충","hanzhong_yellow",resources/officers/portraits/0377.png,resources/officers/fullbody/0377.png
0378,"손중","sunzhong_yellow",resources/officers/portraits/0378.png,resources/officers/fullbody/0378.png
0379,"복기","buji_yellow",resources/officers/portraits/0379.png,resources/officers/fullbody/0379.png
0380,"곽태","guotai",resources/officers/portraits/0380.png,resources/officers/fullbody/0380.png
0381,"양봉","yangfeng",resources/officers/portraits/0381.png,resources/officers/fullbody/0381.png
0382,"한섬","hanxian",resources/officers/portraits/0382.png,resources/officers/fullbody/0382.png
0383,"이락","lile",resources/officers/portraits/0383.png,resources/officers/fullbody/0383.png
0384,"호재","hucai",resources/officers/portraits/0384.png,resources/officers/fullbody/0384.png
0385,"목록대왕","mulu",resources/officers/portraits/0385.png,resources/officers/fullbody/0385.png
0386,"아회남","ahuinan",resources/officers/portraits/0386.png,resources/officers/fullbody/0386.png
0387,"동도나","dongtuna",resources/officers/portraits/0387.png,resources/officers/fullbody/0387.png
0388,"금환삼결","jinhuansanjie",resources/officers/portraits/0388.png,resources/officers/fullbody/0388.png
0389,"올돌골","wutugu",resources/officers/portraits/0389.png,resources/officers/fullbody/0389.png
0390,"대래동주","dailaidongzhu",resources/officers/portraits/0390.png,resources/officers/fullbody/0390.png
0391,"망아장","mangyachang",resources/officers/portraits/0391.png,resources/officers/fullbody/0391.png
0392,"타사대왕","duosi",resources/officers/portraits/0392.png,resources/officers/fullbody/0392.png
0393,"악환","ehuan",resources/officers/portraits/0393.png,resources/officers/fullbody/0393.png
0394,"고정","gaoding",resources/officers/portraits/0394.png,resources/officers/fullbody/0394.png
0395,"옹개","yongkai",resources/officers/portraits/0395.png,resources/officers/fullbody/0395.png
0396,"주포","zhubao",resources/officers/portraits/0396.png,resources/officers/fullbody/0396.png
0397,"아귀","ref-0002",resources/officers/portraits/0397.png,resources/officers/fullbody/0397.png
0398,"위강","ref-0003",resources/officers/portraits/0398.png,resources/officers/fullbody/0398.png
0399,"위소","ref-0004",resources/officers/portraits/0399.png,resources/officers/fullbody/0399.png
0400,"윤해","ref-0006",resources/officers/portraits/0400.png,resources/officers/fullbody/0400.png
0401,"은관","ref-0007",resources/officers/portraits/0401.png,resources/officers/fullbody/0401.png
0402,"음기","ref-0008",resources/officers/portraits/0402.png,resources/officers/fullbody/0402.png
0403,"은서","ref-0009",resources/officers/portraits/0403.png,resources/officers/fullbody/0403.png
0404,"윤상","ref-0010",resources/officers/portraits/0404.png,resources/officers/fullbody/0404.png
0405,"윤대목","ref-0011",resources/officers/portraits/0405.png,resources/officers/fullbody/0405.png
0406,"은번","ref-0012",resources/officers/portraits/0406.png,resources/officers/fullbody/0406.png
0407,"윤례","ref-0014",resources/officers/portraits/0407.png,resources/officers/fullbody/0407.png
0408,"은례","ref-0015",resources/officers/portraits/0408.png,resources/officers/fullbody/0408.png
0409,"우전","ref-0017",resources/officers/portraits/0409.png,resources/officers/fullbody/0409.png
0410,"우독","ref-0018",resources/officers/portraits/0410.png,resources/officers/fullbody/0410.png
0411,"위관","ref-0020",resources/officers/portraits/0411.png,resources/officers/fullbody/0411.png
0412,"위자","ref-0021",resources/officers/portraits/0412.png,resources/officers/fullbody/0412.png
0413,"위진","ref-0022",resources/officers/portraits/0413.png,resources/officers/fullbody/0413.png
0414,"월길","ref-0023",resources/officers/portraits/0414.png,resources/officers/fullbody/0414.png
0415,"원유","ref-0024",resources/officers/portraits/0415.png,resources/officers/fullbody/0415.png
0416,"원윤","ref-0025",resources/officers/portraits/0416.png,resources/officers/fullbody/0416.png
0417,"염우","ref-0026",resources/officers/portraits/0417.png,resources/officers/fullbody/0417.png
0418,"염온","ref-0027",resources/officers/portraits/0418.png,resources/officers/fullbody/0418.png
0419,"원환","ref-0028",resources/officers/portraits/0419.png,resources/officers/fullbody/0419.png
0420,"염행","ref-0030",resources/officers/portraits/0420.png,resources/officers/fullbody/0420.png
0421,"염유","ref-0031",resources/officers/portraits/0421.png,resources/officers/fullbody/0421.png
0422,"원춘경","ref-0033",resources/officers/portraits/0422.png,resources/officers/fullbody/0422.png
0423,"염포","ref-0038",resources/officers/portraits/0423.png,resources/officers/fullbody/0423.png
0424,"원요","ref-0039",resources/officers/portraits/0424.png,resources/officers/fullbody/0424.png
0425,"왕위","ref-0040",resources/officers/portraits/0425.png,resources/officers/fullbody/0425.png
0426,"왕이","ref-0041",resources/officers/portraits/0426.png,resources/officers/fullbody/0426.png
0427,"왕해","ref-0043",resources/officers/portraits/0427.png,resources/officers/fullbody/0427.png
0428,"왕관","ref-0044",resources/officers/portraits/0428.png,resources/officers/fullbody/0428.png
0429,"왕기","ref-0046",resources/officers/portraits/0429.png,resources/officers/fullbody/0429.png
0430,"왕업","ref-0048",resources/officers/portraits/0430.png,resources/officers/fullbody/0430.png
0431,"왕경","ref-0049",resources/officers/portraits/0431.png,resources/officers/fullbody/0431.png
0432,"왕항","ref-0051",resources/officers/portraits/0432.png,resources/officers/fullbody/0432.png
0433,"왕혼","ref-0052",resources/officers/portraits/0433.png,resources/officers/fullbody/0433.png
0434,"왕사","ref-0054",resources/officers/portraits/0434.png,resources/officers/fullbody/0434.png
0435,"왕사","ref-0055",resources/officers/portraits/0435.png,resources/officers/fullbody/0435.png
0436,"왕자복","ref-0056",resources/officers/portraits/0436.png,resources/officers/fullbody/0436.png
0437,"왕수","ref-0057",resources/officers/portraits/0437.png,resources/officers/fullbody/0437.png
0438,"왕융","ref-0058",resources/officers/portraits/0438.png,resources/officers/fullbody/0438.png
0439,"왕숙","ref-0059",resources/officers/portraits/0439.png,resources/officers/fullbody/0439.png
0440,"왕준","ref-0060",resources/officers/portraits/0440.png,resources/officers/fullbody/0440.png
0441,"왕상","ref-0061",resources/officers/portraits/0441.png,resources/officers/fullbody/0441.png
0442,"응소","ref-0062",resources/officers/portraits/0442.png,resources/officers/fullbody/0442.png
0443,"왕상","ref-0063",resources/officers/portraits/0443.png,resources/officers/fullbody/0443.png
0444,"왕침","ref-0064",resources/officers/portraits/0444.png,resources/officers/fullbody/0444.png
0445,"구성","ref-0065",resources/officers/portraits/0445.png,resources/officers/fullbody/0445.png
0446,"왕충","ref-0067",resources/officers/portraits/0446.png,resources/officers/fullbody/0446.png
0447,"왕창","ref-0068",resources/officers/portraits/0447.png,resources/officers/fullbody/0447.png
0448,"왕도","ref-0069",resources/officers/portraits/0448.png,resources/officers/fullbody/0448.png
0449,"왕돈","ref-0070",resources/officers/portraits/0449.png,resources/officers/fullbody/0449.png
0450,"왕필","ref-0071",resources/officers/portraits/0450.png,resources/officers/fullbody/0450.png
0451,"왕보","ref-0073",resources/officers/portraits/0451.png,resources/officers/fullbody/0451.png
0452,"왕방","ref-0074",resources/officers/portraits/0452.png,resources/officers/fullbody/0452.png
0453,"왕모","ref-0075",resources/officers/portraits/0453.png,resources/officers/fullbody/0453.png
0454,"왕문","ref-0076",resources/officers/portraits/0454.png,resources/officers/fullbody/0454.png
0455,"왕루","ref-0078",resources/officers/portraits/0455.png,resources/officers/fullbody/0455.png
0456,"어부라","ref-0081",resources/officers/portraits/0456.png,resources/officers/fullbody/0456.png
0457,"온회","ref-0082",resources/officers/portraits/0457.png,resources/officers/fullbody/0457.png
0458,"가화","ref-0086",resources/officers/portraits/0458.png,resources/officers/fullbody/0458.png
0459,"화핵","ref-0087",resources/officers/portraits/0459.png,resources/officers/fullbody/0459.png
0460,"아하소과","ref-0088",resources/officers/portraits/0460.png,resources/officers/fullbody/0460.png
0461,"곽혁","ref-0093",resources/officers/portraits/0461.png,resources/officers/fullbody/0461.png
0462,"곽원","ref-0094",resources/officers/portraits/0462.png,resources/officers/fullbody/0462.png
0463,"곽석","ref-0103",resources/officers/portraits/0463.png,resources/officers/fullbody/0463.png
0464,"악침","ref-0104",resources/officers/portraits/0464.png,resources/officers/fullbody/0464.png
0465,"곽마","ref-0106",resources/officers/portraits/0465.png,resources/officers/fullbody/0465.png
0466,"학보","ref-0107",resources/officers/portraits/0466.png,resources/officers/fullbody/0466.png
0467,"곽유지","ref-0109",resources/officers/portraits/0467.png,resources/officers/fullbody/0467.png
0468,"하후영","ref-0113",resources/officers/portraits/0468.png,resources/officers/fullbody/0468.png
0469,"하후은","ref-0115",resources/officers/portraits/0469.png,resources/officers/fullbody/0469.png
0470,"하후혜","ref-0117",resources/officers/portraits/0470.png,resources/officers/fullbody/0470.png
0471,"하후헌","ref-0118",resources/officers/portraits/0471.png,resources/officers/fullbody/0471.png
0472,"하후씨","ref-0120",resources/officers/portraits/0472.png,resources/officers/fullbody/0472.png
0473,"하후유","ref-0121",resources/officers/portraits/0473.png,resources/officers/fullbody/0473.png
0474,"하후덕","ref-0123",resources/officers/portraits/0474.png,resources/officers/fullbody/0474.png
0475,"하후란","ref-0127",resources/officers/portraits/0475.png,resources/officers/fullbody/0475.png
0476,"하후영녀","ref-0128",resources/officers/portraits/0476.png,resources/officers/fullbody/0476.png
0477,"하씨","ref-0129",resources/officers/portraits/0477.png,resources/officers/fullbody/0477.png
0478,"가충","ref-0130",resources/officers/portraits/0478.png,resources/officers/fullbody/0478.png
0479,"하식","ref-0131",resources/officers/portraits/0479.png,resources/officers/fullbody/0479.png
0480,"가신","ref-0133",resources/officers/portraits/0480.png,resources/officers/fullbody/0480.png
0481,"하증","ref-0135",resources/officers/portraits/0481.png,resources/officers/fullbody/0481.png
0482,"하종","ref-0136",resources/officers/portraits/0482.png,resources/officers/fullbody/0482.png
0483,"하달","ref-0137",resources/officers/portraits/0483.png,resources/officers/fullbody/0483.png
0484,"아단","ref-0138",resources/officers/portraits/0484.png,resources/officers/fullbody/0484.png
0485,"하정","ref-0139",resources/officers/portraits/0485.png,resources/officers/fullbody/0485.png
0486,"가범","ref-0140",resources/officers/portraits/0486.png,resources/officers/fullbody/0486.png
0487,"가비능","ref-0141",resources/officers/portraits/0487.png,resources/officers/fullbody/0487.png
0488,"하묘","ref-0142",resources/officers/portraits/0488.png,resources/officers/fullbody/0488.png
0489,"관이","ref-0145",resources/officers/portraits/0489.png,resources/officers/fullbody/0489.png
0490,"환계","ref-0148",resources/officers/portraits/0490.png,resources/officers/fullbody/0490.png
0491,"관해","ref-0149",resources/officers/portraits/0491.png,resources/officers/fullbody/0491.png
0492,"한기","ref-0150",resources/officers/portraits/0492.png,resources/officers/fullbody/0492.png
0493,"한기","ref-0151",resources/officers/portraits/0493.png,resources/officers/fullbody/0493.png
0494,"관구검","ref-0152",resources/officers/portraits/0494.png,resources/officers/fullbody/0494.png
0495,"관구흥","ref-0153",resources/officers/portraits/0495.png,resources/officers/fullbody/0495.png
0496,"관구수","ref-0154",resources/officers/portraits/0496.png,resources/officers/fullbody/0496.png
0497,"관구전","ref-0155",resources/officers/portraits/0497.png,resources/officers/fullbody/0497.png
0498,"한거자","ref-0156",resources/officers/portraits/0498.png,resources/officers/fullbody/0498.png
0499,"한현","ref-0158",resources/officers/portraits/0499.png,resources/officers/fullbody/0499.png
0500,"한형","ref-0160",resources/officers/portraits/0500.png,resources/officers/fullbody/0500.png
0501,"관색","ref-0162",resources/officers/portraits/0501.png,resources/officers/fullbody/0501.png
0502,"감씨","ref-0163",resources/officers/portraits/0502.png,resources/officers/fullbody/0502.png
0503,"환씨","ref-0164",resources/officers/portraits/0503.png,resources/officers/fullbody/0503.png
0504,"관승","ref-0165",resources/officers/portraits/0504.png,resources/officers/fullbody/0504.png
0505,"관정","ref-0168",resources/officers/portraits/0505.png,resources/officers/fullbody/0505.png
0506,"한종","ref-0170",resources/officers/portraits/0506.png,resources/officers/fullbody/0506.png
0507,"한단순","ref-0172",resources/officers/portraits/0507.png,resources/officers/fullbody/0507.png
0508,"한충","ref-0174",resources/officers/portraits/0508.png,resources/officers/fullbody/0508.png
0509,"관통","ref-0175",resources/officers/portraits/0509.png,resources/officers/fullbody/0509.png
0510,"관통","ref-0177",resources/officers/portraits/0510.png,resources/officers/fullbody/0510.png
0511,"한덕","ref-0178",resources/officers/portraits/0511.png,resources/officers/fullbody/0511.png
0512,"한범","ref-0181",resources/officers/portraits/0512.png,resources/officers/fullbody/0512.png
0513,"환린","ref-0187",resources/officers/portraits/0513.png,resources/officers/fullbody/0513.png
0514,"위월","ref-0188",resources/officers/portraits/0514.png,resources/officers/fullbody/0514.png
0515,"국연","ref-0190",resources/officers/portraits/0515.png,resources/officers/fullbody/0515.png
0516,"국의","ref-0191",resources/officers/portraits/0516.png,resources/officers/fullbody/0516.png
0517,"희지재","ref-0192",resources/officers/portraits/0517.png,resources/officers/fullbody/0517.png
0518,"위막","ref-0194",resources/officers/portraits/0518.png,resources/officers/fullbody/0518.png
0519,"위풍","ref-0195",resources/officers/portraits/0519.png,resources/officers/fullbody/0519.png
0520,"위유","ref-0196",resources/officers/portraits/0520.png,resources/officers/fullbody/0520.png
0521,"구건","ref-0198",resources/officers/portraits/0521.png,resources/officers/fullbody/0521.png
0522,"구본","ref-0200",resources/officers/portraits/0522.png,resources/officers/fullbody/0522.png
0523,"구력거","ref-0201",resources/officers/portraits/0523.png,resources/officers/fullbody/0523.png
0524,"계옹","ref-0202",resources/officers/portraits/0524.png,resources/officers/fullbody/0524.png
0525,"공지","ref-0204",resources/officers/portraits/0525.png,resources/officers/fullbody/0525.png
0526,"강서","ref-0205",resources/officers/portraits/0526.png,resources/officers/fullbody/0526.png
0527,"강단","ref-0207",resources/officers/portraits/0527.png,resources/officers/fullbody/0527.png
0528,"허의","ref-0210",resources/officers/portraits/0528.png,resources/officers/fullbody/0528.png
0529,"허사","ref-0212",resources/officers/portraits/0529.png,resources/officers/fullbody/0529.png
0530,"허자","ref-0213",resources/officers/portraits/0530.png,resources/officers/fullbody/0530.png
0531,"허정","ref-0214",resources/officers/portraits/0531.png,resources/officers/fullbody/0531.png
0532,"허정","ref-0216",resources/officers/portraits/0532.png,resources/officers/fullbody/0532.png
0533,"허유","ref-0217",resources/officers/portraits/0533.png,resources/officers/fullbody/0533.png
0534,"규람","ref-0218",resources/officers/portraits/0534.png,resources/officers/fullbody/0534.png
0535,"김의","ref-0220",resources/officers/portraits/0535.png,resources/officers/fullbody/0535.png
0536,"김상","ref-0222",resources/officers/portraits/0536.png,resources/officers/fullbody/0536.png
0537,"김선","ref-0223",resources/officers/portraits/0537.png,resources/officers/fullbody/0537.png
0538,"우사","ref-0224",resources/officers/portraits/0538.png,resources/officers/fullbody/0538.png
0539,"혜구","ref-0226",resources/officers/portraits/0539.png,resources/officers/fullbody/0539.png
0540,"혜강","ref-0227",resources/officers/portraits/0540.png,resources/officers/fullbody/0540.png
0541,"형도영","ref-0228",resources/officers/portraits/0541.png,resources/officers/fullbody/0541.png
0542,"해니","ref-0229",resources/officers/portraits/0542.png,resources/officers/fullbody/0542.png
0543,"극정","ref-0230",resources/officers/portraits/0543.png,resources/officers/fullbody/0543.png
0544,"견홍","ref-0232",resources/officers/portraits/0544.png,resources/officers/fullbody/0544.png
0545,"엄씨","ref-0234",resources/officers/portraits/0545.png,resources/officers/fullbody/0545.png
0546,"엄준","ref-0235",resources/officers/portraits/0546.png,resources/officers/fullbody/0546.png
0547,"견초","ref-0236",resources/officers/portraits/0547.png,resources/officers/fullbody/0547.png
0548,"엄정","ref-0237",resources/officers/portraits/0548.png,resources/officers/fullbody/0548.png
0549,"완적","ref-0238",resources/officers/portraits/0549.png,resources/officers/fullbody/0549.png
0550,"엄여","ref-0240",resources/officers/portraits/0550.png,resources/officers/fullbody/0550.png
0551,"구안","ref-0242",resources/officers/portraits/0551.png,resources/officers/fullbody/0551.png
0552,"황완","ref-0243",resources/officers/portraits/0552.png,resources/officers/fullbody/0552.png
0553,"황역","ref-0244",resources/officers/portraits/0553.png,resources/officers/fullbody/0553.png
0554,"경기","ref-0245",resources/officers/portraits/0554.png,resources/officers/fullbody/0554.png
0555,"후음","ref-0246",resources/officers/portraits/0555.png,resources/officers/fullbody/0555.png
0556,"황호","ref-0251",resources/officers/portraits/0556.png,resources/officers/fullbody/0556.png
0557,"후씨","ref-0252",resources/officers/portraits/0557.png,resources/officers/fullbody/0557.png
0558,"고유","ref-0253",resources/officers/portraits/0558.png,resources/officers/fullbody/0558.png
0559,"고상","ref-0255",resources/officers/portraits/0559.png,resources/officers/fullbody/0559.png
0560,"고승","ref-0256",resources/officers/portraits/0560.png,resources/officers/fullbody/0560.png
0561,"황숭","ref-0257",resources/officers/portraits/0561.png,resources/officers/fullbody/0561.png
0562,"후선","ref-0259",resources/officers/portraits/0562.png,resources/officers/fullbody/0562.png
0563,"공손월","ref-0261",resources/officers/portraits/0563.png,resources/officers/fullbody/0563.png
0564,"공손황","ref-0265",resources/officers/portraits/0564.png,resources/officers/fullbody/0564.png
0565,"공손속","ref-0267",resources/officers/portraits/0565.png,resources/officers/fullbody/0565.png
0566,"공손범","ref-0269",resources/officers/portraits/0566.png,resources/officers/fullbody/0566.png
0567,"공주","ref-0270",resources/officers/portraits/0567.png,resources/officers/fullbody/0567.png
0568,"고당륭","ref-0273",resources/officers/portraits/0568.png,resources/officers/fullbody/0568.png
0569,"고패","ref-0274",resources/officers/portraits/0569.png,resources/officers/fullbody/0569.png
0570,"고번","ref-0275",resources/officers/portraits/0570.png,resources/officers/fullbody/0570.png
0571,"구부","ref-0276",resources/officers/portraits/0571.png,resources/officers/fullbody/0571.png
0572,"경무","ref-0277",resources/officers/portraits/0572.png,resources/officers/fullbody/0572.png
0573,"황보개","ref-0278",resources/officers/portraits/0573.png,resources/officers/fullbody/0573.png
0574,"황란","ref-0282",resources/officers/portraits/0574.png,resources/officers/fullbody/0574.png
0575,"호연","ref-0283",resources/officers/portraits/0575.png,resources/officers/fullbody/0575.png
0576,"오연","ref-0284",resources/officers/portraits/0576.png,resources/officers/fullbody/0576.png
0577,"오거","ref-0285",resources/officers/portraits/0577.png,resources/officers/fullbody/0577.png
0578,"오광","ref-0286",resources/officers/portraits/0578.png,resources/officers/fullbody/0578.png
0579,"국연","ref-0287",resources/officers/portraits/0579.png,resources/officers/fullbody/0579.png
0580,"곡리","ref-0288",resources/officers/portraits/0580.png,resources/officers/fullbody/0580.png
0581,"오언","ref-0290",resources/officers/portraits/0581.png,resources/officers/fullbody/0581.png
0582,"오강","ref-0291",resources/officers/portraits/0582.png,resources/officers/fullbody/0582.png
0583,"오찬","ref-0293",resources/officers/portraits/0583.png,resources/officers/fullbody/0583.png
0584,"호질","ref-0294",resources/officers/portraits/0584.png,resources/officers/fullbody/0584.png
0585,"호거아","ref-0296",resources/officers/portraits/0585.png,resources/officers/fullbody/0585.png
0586,"오습","ref-0297",resources/officers/portraits/0586.png,resources/officers/fullbody/0586.png
0587,"고승","ref-0299",resources/officers/portraits/0587.png,resources/officers/fullbody/0587.png
0588,"고소","ref-0300",resources/officers/portraits/0588.png,resources/officers/fullbody/0588.png
0589,"호제","ref-0302",resources/officers/portraits/0589.png,resources/officers/fullbody/0589.png
0590,"호종","ref-0303",resources/officers/portraits/0590.png,resources/officers/fullbody/0590.png
0591,"고담","ref-0304",resources/officers/portraits/0591.png,resources/officers/fullbody/0591.png
0592,"호충","ref-0305",resources/officers/portraits/0592.png,resources/officers/fullbody/0592.png
0593,"호주천","ref-0306",resources/officers/portraits/0593.png,resources/officers/fullbody/0593.png
0594,"오돈","ref-0308",resources/officers/portraits/0594.png,resources/officers/fullbody/0594.png
0595,"호반","ref-0309",resources/officers/portraits/0595.png,resources/officers/fullbody/0595.png
0596,"오반","ref-0310",resources/officers/portraits/0596.png,resources/officers/fullbody/0596.png
0597,"오범","ref-0311",resources/officers/portraits/0597.png,resources/officers/fullbody/0597.png
0598,"오부","ref-0312",resources/officers/portraits/0598.png,resources/officers/fullbody/0598.png
0599,"호분","ref-0313",resources/officers/portraits/0599.png,resources/officers/fullbody/0599.png
0600,"최염","ref-0317",resources/officers/portraits/0600.png,resources/officers/fullbody/0600.png
0601,"채화","ref-0319",resources/officers/portraits/0601.png,resources/officers/fullbody/0601.png
0602,"채훈","ref-0320",resources/officers/portraits/0602.png,resources/officers/fullbody/0602.png
0603,"채씨","ref-0321",resources/officers/portraits/0603.png,resources/officers/fullbody/0603.png
0604,"최씨","ref-0322",resources/officers/portraits/0604.png,resources/officers/fullbody/0604.png
0605,"최주평","ref-0323",resources/officers/portraits/0605.png,resources/officers/fullbody/0605.png
0606,"채중","ref-0324",resources/officers/portraits/0606.png,resources/officers/fullbody/0606.png
0607,"최용","ref-0326",resources/officers/portraits/0607.png,resources/officers/fullbody/0607.png
0608,"최림","ref-0328",resources/officers/portraits/0608.png,resources/officers/fullbody/0608.png
0609,"좌혁","ref-0329",resources/officers/portraits/0609.png,resources/officers/fullbody/0609.png
0610,"좌령","ref-0331",resources/officers/portraits/0610.png,resources/officers/fullbody/0610.png
0611,"사휘","ref-0334",resources/officers/portraits/0611.png,resources/officers/fullbody/0611.png
0612,"사광","ref-0336",resources/officers/portraits/0612.png,resources/officers/fullbody/0612.png
0613,"사흠","ref-0337",resources/officers/portraits/0613.png,resources/officers/fullbody/0613.png
0614,"시삭","ref-0338",resources/officers/portraits/0614.png,resources/officers/fullbody/0614.png
0615,"사찬","ref-0339",resources/officers/portraits/0615.png,resources/officers/fullbody/0615.png
0616,"사지","ref-0340",resources/officers/portraits/0616.png,resources/officers/fullbody/0616.png
0617,"사적","ref-0342",resources/officers/portraits/0617.png,resources/officers/fullbody/0617.png
0618,"사손서","ref-0343",resources/officers/portraits/0618.png,resources/officers/fullbody/0618.png
0619,"사마염","ref-0345",resources/officers/portraits/0619.png,resources/officers/fullbody/0619.png
0620,"사마지","ref-0347",resources/officers/portraits/0620.png,resources/officers/fullbody/0620.png
0621,"사마주","ref-0349",resources/officers/portraits/0621.png,resources/officers/fullbody/0621.png
0622,"사마망","ref-0351",resources/officers/portraits/0622.png,resources/officers/fullbody/0622.png
0623,"사마유","ref-0352",resources/officers/portraits/0623.png,resources/officers/fullbody/0623.png
0624,"사마랑","ref-0353",resources/officers/portraits/0624.png,resources/officers/fullbody/0624.png
0625,"사원","ref-0355",resources/officers/portraits/0625.png,resources/officers/fullbody/0625.png
0626,"사경","ref-0356",resources/officers/portraits/0626.png,resources/officers/fullbody/0626.png
0627,"사견","ref-0357",resources/officers/portraits/0627.png,resources/officers/fullbody/0627.png
0628,"사정","ref-0358",resources/officers/portraits/0628.png,resources/officers/fullbody/0628.png
0629,"차주","ref-0359",resources/officers/portraits/0629.png,resources/officers/fullbody/0629.png
0630,"주이","ref-0361",resources/officers/portraits/0630.png,resources/officers/fullbody/0630.png
0631,"수윤","ref-0362",resources/officers/portraits/0631.png,resources/officers/fullbody/0631.png
0632,"주윤","ref-0363",resources/officers/portraits/0632.png,resources/officers/fullbody/0632.png
